comment,problem,problem_time,problem_who,review
"
 老公还好，不然早就跑了 
",纯看老公行不行,2018-04-30 12:14,fu408724608,pingyun_
"
嫁错了人。跟义乌很么关系。 
",纯看老公行不行,2018-04-30 12:14,fu408724608,阿拉伐木累
"
 那怎么看着你被欺负 
",老公还好，不然早就跑了,2018-04-30 12:16,pingyun_,fu408724608
"
家家都有一本难念的经，关键还是在你嫁给什么样的人....... 
",老公还好，不然早就跑了,2018-04-30 12:16,pingyun_,箜白
"
碰到这样的婆婆，真的是够了，老公也是不争气，这么怂，离婚找个更好的吧。 
",老公还好，不然早就跑了,2018-04-30 12:16,pingyun_,一个＆amp;男人
"
老家外地实在没有什么不对，和人品没关系 
",老公还好，不然早就跑了,2018-04-30 12:16,pingyun_,勇敢的北极狼
"
ns.3 
",老公还好，不然早就跑了,2018-04-30 12:16,pingyun_,一个人一首歌
"
作为一个单身狗 只能看看看不懂啊 
",老公还好，不然早就跑了,2018-04-30 12:16,pingyun_,浓几个麻包种
"
 一共就住了这么一年时间，看开些吧。婆婆骚扰的也是骚扰他自己的儿子，当不知道呗。自己过好自己的日子，不然这样心里放着怨恨过日子多累呀。 
",其实前后一共一起生活也就一年时间，都这样了，现在不在一起住还老是打扰我们,2018-04-30 12:14,pingyun_,打呼噜的鱼
"
你也厉害，被你忍到这么久！真想不通你老公干嘛用的 
",其实前后一共一起生活也就一年时间，都这样了，现在不在一起住还老是打扰我们,2018-04-30 12:14,pingyun_,咦好。
"
感觉你老公还好啊 你婆婆老烦你你别把气发撒到你老公身上这样影响夫妻感情 听你说的你家条件也还好  还有房租收 不如你家的多的去了 放宽心 
",其实前后一共一起生活也就一年时间，都这样了，现在不在一起住还老是打扰我们,2018-04-30 12:14,pingyun_,草莓味的风
"
 他说他爸妈不要老是摆脸子给我，他爸妈就跟他吵个没完没了，我婆婆说我花钱，我老公说又没花她的钱，稍微清楚点的父母都不会这样 
",碰到这样的婆婆，真的是够了，老公也是不争气，这么怂，离婚找个更好的吧。,2018-04-30 12:17,一个＆amp;男人,pingyun_
"
义乌人都特么是脑残 
",碰到这样的婆婆，真的是够了，老公也是不争气，这么怂，离婚找个更好的吧。,2018-04-30 12:17,一个＆amp;男人,小嘴欠吻
"
老公真不行 
",碰到这样的婆婆，真的是够了，老公也是不争气，这么怂，离婚找个更好的吧。,2018-04-30 12:17,一个＆amp;男人,茹。。。心
"
腔友都很给力！家家都有本难念的经啊！ 
",碰到这样的婆婆，真的是够了，老公也是不争气，这么怂，离婚找个更好的吧。,2018-04-30 12:17,一个＆amp;男人,一切的宿愿
"
 待在这样的家庭你会崩溃的，会活的很累，容易得抑郁症。 
",[表情]他说他爸妈不要老是摆脸子给我，他爸妈就跟他吵个没完没了，我婆婆说我花钱，我老公说又没花她的钱，稍微清楚点的父母都不会这样,2018-04-30 12:22,pingyun_,一个＆amp;男人
"
 房租是我公婆收的，我跟我老公经济独立，不靠他爸妈，以前不分家的时候开支全是我老公出，我公婆还想要我老公钱交给他们管， 
",感觉你老公还好啊 你婆婆老烦你你别把气发撒到你老公身上这样影响夫妻感情 听你说的你家条件也还好  还有房租收 不如你家的多的去了 放宽心,2018-04-30 12:21,草莓味的风,pingyun_
"
 你婆婆应该是节约的人，会拿给你穿也是想到过你了，以前的人是这样的。既然和你婆婆合不来就分开住。自己过好 
",你们想不到我婆婆多恶心，我怀孕期间还拿一件别人的破衣服给我，我说我穿不了，她还一个劲说那件衣服是新的，是我老公表姐怀孕的衣服就没有怎么穿，我说我有衣服穿，她还要我试试看，我不来试，我说两个身高相差太多，即使我不大肚子也穿不了，我老公表姐一米六都不到，我比她高 ..,2018-04-30 08:25,pingyun_,义乌女
"
 我老公经济独立的，结婚生孩子没有用父母出过钱也没有出过力，只是摊上这样的父母没有办法， 
",你也厉害，被你忍到这么久！真想不通你老公干嘛用的,2018-04-30 12:21,咦好。,pingyun_
"
 问一句谁给了你勇气让你还生二胎的！！！ 
",是的，我感觉我对公婆要求很低了，我什么都没要过他们的，什么都不要他们帮忙，还各种算计各种挑拨，,2018-04-30 08:42,pingyun_,风凌云遥
"
这样老公义乌找不出第二个，趁早离开 
",是的，我感觉我对公婆要求很低了，我什么都没要过他们的，什么都不要他们帮忙，还各种算计各种挑拨，,2018-04-30 08:42,pingyun_,你个垃圾杂碎
"
自己独立起来，花自己的钱我爱怎么花怎么花，不需要看她脸色！就是这两年你会辛苦些！两个孩子带起来真心不容易！你要再坚强些 
",是的，我感觉我对公婆要求很低了，我什么都没要过他们的，什么都不要他们帮忙，还各种算计各种挑拨，,2018-04-30 08:42,pingyun_,。安慕希
"
把自己的日子过得好好的  让她自己打脸吧 ！不给你们掏钱 你也别在意，很多家庭不止公婆不掏钱 反而生活费都要儿子的！你只管把你们自己的小家庭管好就行了！女儿慢慢长大了 叫女儿去要钱！在你月子里最需要人帮忙的时候 她没有帮忙 小孩也没带 ，那等她老了 动不了了 你也没有义务去伺候她，那是她儿子的义务 
",是的，我感觉我对公婆要求很低了，我什么都没要过他们的，什么都不要他们帮忙，还各种算计各种挑拨，,2018-04-30 08:42,pingyun_,施施-群
"
看出来了，小夫妻感情还是不错的，主要是戏精公婆在里面挑事，楼主忍久了，现在就是发泄下.....各位看客不要没事劝人离婚.... 
",是的，我感觉我对公婆要求很低了，我什么都没要过他们的，什么都不要他们帮忙，还各种算计各种挑拨，,2018-04-30 08:42,pingyun_,有种心情叫漠然
"
 很多很多都是这样的 其实子孙自有儿孙福 何必呢 
",其实前后一共一起生活也就一年时间，都这样了，现在不在一起住还老是打扰我们,2018-04-30 12:14,pingyun_,赤凤戏梧桐
"
 是拿来恶心我的，我女儿会走了她说有一个学步车要不要给我女儿，我说会走了用不着了，让她留着给她小儿子的孩子以后用，她就生气了，直接说她小儿子以后才不要旧的，呵呵，多可笑，更过分的事是拿一个我老公当兵的军大衣要我带回老家给我爸，这是正常人做的事吗？我给她都买新的，我爸我自然会买，我女儿出生之前我自己买小孩子衣服她还说我不要买，到时候穿不完，还好我自己买了，不然孩子出生都没有穿的 
",你婆婆应该是节约的人，会拿给你穿也是想到过你了，以前的人是这样的。既然和你婆婆合不来就分开住。自己过好,2018-04-30 12:26,义乌女,pingyun_
"
你怕什么，说了就要去做，说了不做多谢色说说 
",你婆婆应该是节约的人，会拿给你穿也是想到过你了，以前的人是这样的。既然和你婆婆合不来就分开住。自己过好,2018-04-30 12:26,义乌女,小空空
"
可不是义乌的婆婆都这样的哦。也有好的呀，只不过你老公太听话而已。太实诚了。这生孩子坐月子都能这样，也是第一个。你婆婆太丢脸啦！ 
",你婆婆应该是节约的人，会拿给你穿也是想到过你了，以前的人是这样的。既然和你婆婆合不来就分开住。自己过好,2018-04-30 12:26,义乌女,一碗豆腐花
"
你也是厉害，生活在这样的家庭里面还敢要二孩！ 
",你婆婆应该是节约的人，会拿给你穿也是想到过你了，以前的人是这样的。既然和你婆婆合不来就分开住。自己过好,2018-04-30 12:26,义乌女,爷、
"
 隔壁能差哪里，这么多年附近的人瞎吗 
",这些年我跟他生气吵架都是因为他家人过分，有些事情做的过分到挑战人的极限,2018-04-30 08:13,pingyun_,小空空
"
 我这么久累积的早就逼疯了，现在是看见她烦， 
",待在这样的家庭你会崩溃的，会活的很累，容易得抑郁症。,2018-04-30 12:25,一个＆amp;男人,pingyun_
"
我老公家也2个儿子，公婆也是觉得什么都大哥他们可伶点，好像什么都是我们应该的，谁的钱不是辛苦赚的，凭什么都要我们多付出 
",,,,幸福forever
"
嫁人是一门学问 
",,,,后来de我们
"
离婚吧 
",,,,小哥1991
"
 自己把控吧！随心走 
",我这么久累积的早就逼疯了，现在是看见她烦，,2018-04-30 12:34,pingyun_,一个＆amp;男人
"
主要还是人，地方关系没那么大 
",我这么久累积的早就逼疯了，现在是看见她烦，,2018-04-30 12:34,pingyun_,逆鳞所在
"
 她还说是个女人都生孩子，就我事多， 
",可不是义乌的婆婆都这样的哦。也有好的呀，只不过你老公太听话而已。太实诚了。这生孩子坐月子都能这样，也是第一个。你婆婆太丢脸啦！,2018-04-30 12:34,一碗豆腐花,pingyun_
"
 你问问她，她生儿子的时候什么情况。 
",她还说是个女人都生孩子，就我事多，,2018-04-30 12:36,pingyun_,一碗豆腐花
"
我也是，对公婆要求很低了，什么都没要过他们的，什么都不要他们的，还各种算计各种挑拨，各种不满，我带孩子，还要赚钱养家，还要干活，却从来不说我一句好 
",她还说是个女人都生孩子，就我事多，,2018-04-30 12:36,pingyun_,幸福forever
"
哇塞，写了那么多。 
",她还说是个女人都生孩子，就我事多，,2018-04-30 12:36,pingyun_,好摄之徒。
"
 建议分居生活，这样比较安逸。看你老公怎么解决，毕竟日子是你们两口过的。 
",我老公经济独立的，结婚生孩子没有用父母出过钱也没有出过力，只是摊上这样的父母没有办法，,2018-04-30 12:26,pingyun_,咦好。
"
都是看人的，嫁的近不好的也是有的 
",我老公经济独立的，结婚生孩子没有用父母出过钱也没有出过力，只是摊上这样的父母没有办法，,2018-04-30 12:26,pingyun_,星-海
"
 她主动说她生我老公的那几天她婆婆才来跟前，还说我老公的奶奶照顾她二十多天就走了，我老公的奶奶改嫁了，而且生的有子女，她跟她改嫁的婆婆比，还不如改嫁的婆婆 
",你问问她，她生儿子的时候什么情况。,2018-04-30 12:37,一碗豆腐花,pingyun_
"
要么分开住要么离婚 
",你问问她，她生儿子的时候什么情况。,2018-04-30 12:37,一碗豆腐花,琳琅粉
"
 现在分了 
",建议分居生活，这样比较安逸。看你老公怎么解决，毕竟日子是你们两口过的。,2018-04-30 12:39,咦好。,pingyun_
"
 你是好男人吗 
",都懒得看完,2018-04-30 09:33,狂拉,熙子抱抱
"
又是一个牲口小编改标题挑事。 
",都懒得看完,2018-04-30 09:33,狂拉,让天半子
"
明明生了一个都知道什么情况了，还要生二胎？ 
",都懒得看完,2018-04-30 09:33,狂拉,笑楚楚
"
 生之前来，可以呀！那是不是生完儿子之后就抱走的？这一点你婆婆应该比你懂，营养品这些都是不用说的，都是提早准备的。很可惜，你遇到一个不负责任的婆婆， 
",她主动说她生我老公的那几天她婆婆才来跟前，还说我老公的奶奶照顾她二十多天就走了，我老公的奶奶改嫁了，而且生的有子女，她跟她改嫁的婆婆比，还不如改嫁的婆婆,2018-04-30 12:41,pingyun_,一碗豆腐花
"
也就不知道你为什么还不离婚、还要生二胎 
",她主动说她生我老公的那几天她婆婆才来跟前，还说我老公的奶奶照顾她二十多天就走了，我老公的奶奶改嫁了，而且生的有子女，她跟她改嫁的婆婆比，还不如改嫁的婆婆,2018-04-30 12:41,pingyun_,苍井
"
 嗯 
",点赞的朋友是不是也遇到了,2018-04-30 10:16,义乌小妞妞,是你蕾
"
 不是孩子多少的问题， 
",明明生了一个都知道什么情况了，还要生二胎？,2018-04-30 12:44,笑楚楚,pingyun_
"
 有几个婆婆会准备营养品的 
",生之前来，可以呀！那是不是生完儿子之后就抱走的？这一点你婆婆应该比你懂，营养品这些都是不用说的，都是提早准备的。很可惜，你遇到一个不负责任的婆婆，,2018-04-30 12:45,一碗豆腐花,依1990
"
 我们这边都会准备啊！都是亲戚啥的送来，然后婆婆准备好的呀！ 
",有几个婆婆会准备营养品的[表情],2018-04-30 12:47,依1990,一碗豆腐花
"
 是不是多少的问题，问题是明明知道这么多问题，你还有勇气生二宝 
",不是孩子多少的问题，,2018-04-30 12:46,pingyun_,笑楚楚
"
哈哈，这个你就算上法院也会叛你要赡养的，他们有闲钱是他们的事，他们要你养你就的拿出来啊 
",不是孩子多少的问题，,2018-04-30 12:46,pingyun_,烨城无伤
"
 只能说明你婆婆好 
",我们这边都会准备啊！都是亲戚啥的送来，然后婆婆准备好的呀！,2018-04-30 12:48,一碗豆腐花,依1990
"
 我们这边都这样。哈哈，我是男的，而且还没结婚。 
",只能说明你婆婆好,2018-04-30 12:49,依1990,一碗豆腐花
"
 大宝我婆婆问人家要破的，都很烂了，又不能穿，亲戚现在都不买衣服，二胎男孩我婆婆跑去上坟，确一双袜子都没有买， 
",我们这边都会准备啊！都是亲戚啥的送来，然后婆婆准备好的呀！,2018-04-30 12:48,一碗豆腐花,pingyun_
"
 义乌第一婆婆诞生。坐月子的女人一个月不能出门的吧，房间门都不能出的吧！而且得安静，不然这月子坐的白费 
",大宝我婆婆问人家要破的，都很烂了，又不能穿，亲戚现在都不买衣服，二胎男孩我婆婆跑去上坟，确一双袜子都没有买，,2018-04-30 12:50,pingyun_,一碗豆腐花
"
这种婆婆看你好欺负 你不能忍气吞声 
",大宝我婆婆问人家要破的，都很烂了，又不能穿，亲戚现在都不买衣服，二胎男孩我婆婆跑去上坟，确一双袜子都没有买，,2018-04-30 12:50,pingyun_,超级好姑娘
"
你当初是应该觉得义乌人有钱，条件好才嫁的吧！还能说什么 
",大宝我婆婆问人家要破的，都很烂了，又不能穿，亲戚现在都不买衣服，二胎男孩我婆婆跑去上坟，确一双袜子都没有买，,2018-04-30 12:50,pingyun_,城事猎人
"
 狗屁， 
",你当初是应该觉得义乌人有钱，条件好才嫁的吧！还能说什么,2018-04-30 12:56,城事猎人,pingyun_
"
十八腔呀十八腔 
",你当初是应该觉得义乌人有钱，条件好才嫁的吧！还能说什么,2018-04-30 12:56,城事猎人,乐佛
"
 好什么，一毛不拔，以前觉得我穷，一毛没有给出过，还显摆，条件好现在还各种算计要钱 
",你当初是应该觉得义乌人有钱，条件好才嫁的吧！还能说什么,2018-04-30 12:56,城事猎人,pingyun_
"
 以前不作声就越来越过分 
",这种婆婆看你好欺负 你不能忍气吞声,2018-04-30 12:56,超级好姑娘,pingyun_
"
自己选的 
",这种婆婆看你好欺负 你不能忍气吞声,2018-04-30 12:56,超级好姑娘,明天去旅行
"
 老公是可以自己选的，婆婆选不了 
",自己选的,2018-04-30 13:02,明天去旅行,pingyun_
"
明显一个麻包男 
",自己选的,2018-04-30 13:02,明天去旅行,花开半夏。
"
你真厉害，忍到现在。 
",自己选的,2018-04-30 13:02,明天去旅行,咋西嘞
"
第一 你要自我反思一下自己 从辈分上来区分  她是婆婆  你是媳妇  中国人民的传统是 以孝为先  尊老爱幼 第二 你爱你老公吗  你和他结婚  就证明  你是爱你老公的  才会和他结婚   爱是需要理解  了解  互相尊重  爱护  宽容  谅解  容忍  相互关心  爱护  相互信任  人没有十全十美的  所以  你要和他结婚  那你就必须要接受他的  优点和缺点  接受他的亲朋好友  接受他的一切  要不然  你没有办法和他走下去的 第三 你有没有把他妈妈当成你自己的妈妈一样  为什么要这样说  因为  你和他结婚  你要接受他的一切  同样  也要接受他的双亲  哪怕  他父母对你不好  你也要不看生面  要看佛面   因为  你老公是他们生的   给你老公一个面子  一个台阶下  他是你的老公  和你过一辈子的人  你公公婆婆不可能和你过一辈子  给你老公一个面子 就是在给自己一个面子  一个台阶下  离婚不是解决问题的办法  如果  你做不到这些  你和谁过  都会不幸福  你做不到理解  了解  互相尊重  爱护  宽容  谅解  容忍  相互关心  爱护  相互信任这些  你就得不到爱  人都是互相的  你尊重别人  别人才会尊重你 
",自己选的,2018-04-30 13:02,明天去旅行,爱情白开水
"
这遭遇……写出来就是一本书了！也是你遇人不淑，嫁人不光只是嫁给一个人，还是一个家庭。 
",,,,小蛋糕麻咪
"
 真是全说出来都一本书了 
",这遭遇……写出来就是一本书了！也是你遇人不淑，嫁人不光只是嫁给一个人，还是一个家庭。,2018-04-30 13:13,小蛋糕麻咪,pingyun_
"
是啊，家家有本难念的经，自己生活只有自己知道。但有一点，尊重老人，中华美德。如果认为自己委屈了，那就要好好反省一下自己，换个思考。相信你以后会幸福的 
",这遭遇……写出来就是一本书了！也是你遇人不淑，嫁人不光只是嫁给一个人，还是一个家庭。,2018-04-30 13:13,小蛋糕麻咪,宠物蛋糕
"
 一宝的时候已经看清了婆家一家人，为什么还要二宝呢？现在更多放不开了 
",真是全说出来都一本书了,2018-04-30 13:14,pingyun_,小蛋糕麻咪
"
 我女儿两岁前我一直忍让的，这样子的没法尊重， 
",是啊，家家有本难念的经，自己生活只有自己知道。但有一点，尊重老人，中华美德。如果认为自己委屈了，那就要好好反省一下自己，换个思考。相信你以后会幸福的,2018-04-30 13:14,宠物蛋糕,pingyun_
"
 分开了 
",一宝的时候已经看清了婆家一家人，为什么还要二宝呢？现在更多放不开了,2018-04-30 13:16,小蛋糕麻咪,pingyun_
"
 头一次听见说父母算计儿子，可见你是有多么的恶毒 
",爱屋及乌，儿子喜欢，媳妇自然喜欢，关键是我老公他爸妈不疼他，只会算计他，他又不长记性,2018-04-30 09:40,pingyun_,宠物蛋糕
"
666 
",爱屋及乌，儿子喜欢，媳妇自然喜欢，关键是我老公他爸妈不疼他，只会算计他，他又不长记性,2018-04-30 09:40,pingyun_,大瞎柯。
"
 可怜了孩子，也是你老公不争气，没主见。加油吧，未来的生活会很好 
",分开了,2018-04-30 13:18,pingyun_,小蛋糕麻咪
"
 看来你老公是风吹大的 
",那你要好好教育你老公，我的两个我是跟我老公说清楚了，既然以后不亲，以后就别见。因为上次回去，我婆婆让我老公转告我，以后我跟我女儿不用回去了[表情]。我说正好，以后有事也别喊我。每次回去得给他们买吃的买喝的，饭都吃不上，还要听她们叽叽歪歪说自己多辛苦，肯定辛苦， ..,2018-04-30 10:00,美丽的小百合,宠物蛋糕
"
这就样还生二胎， 
",那你要好好教育你老公，我的两个我是跟我老公说清楚了，既然以后不亲，以后就别见。因为上次回去，我婆婆让我老公转告我，以后我跟我女儿不用回去了[表情]。我说正好，以后有事也别喊我。每次回去得给他们买吃的买喝的，饭都吃不上，还要听她们叽叽歪歪说自己多辛苦，肯定辛苦， ..,2018-04-30 10:00,美丽的小百合,扮成萌萌哒
"
 呵呵，比如你爸住院了，你妈会告诉你让你不要跟亲戚说，然后你不说，过两天你父母通知亲戚都知道了，亲戚都来说你的时候你说这样是不是算计？ 
",头一次听见说父母算计儿子，可见你是有多么的恶毒,2018-04-30 13:19,宠物蛋糕,pingyun_
"
 一样一样的，我安徽嫁苏溪，老公也是兄弟两个，和婆婆也是因为生了儿子后大吵了两次搬出来租房子住，我老公也是妈宝男，差点离婚了，他家里也是因为我是外地当我面都跟我老公说要他孝顺父母，对爸妈要好，现在儿子三岁了，城里房子也买好了，为了两夫妻感情好，搬出来住，自己累点苦点没有关系，就当没有婆婆，只要老公好就不怕，男人和父母呆一起肯定心里是向着父母的，搬出来住夫妻感情也会好起来的。 
",别人说多了，我老公多少也会听进去的，我外地的他们家没有人会说他让他对我好点。都会说让他对自己父母好，什么事让着他爸妈,2018-04-30 08:44,pingyun_,熊熊家族
"
 如果你父母住院了你一天跑一趟，你爸妈会因为你没有给了足够的钱，到处说你不关心吗？如果你兄弟两个你爸要手术前一天让你去医院，手术后让你弟去等亲戚都去了看不到你，都来说你不去看望你作何感受 
",头一次听见说父母算计儿子，可见你是有多么的恶毒,2018-04-30 13:19,宠物蛋糕,pingyun_
"
很搞笑，老公这样你还生二胎？活该 
",头一次听见说父母算计儿子，可见你是有多么的恶毒,2018-04-30 13:19,宠物蛋糕,天行者66
"
 养得起就好，跟二胎没关系 
",很搞笑，老公这样你还生二胎？活该,2018-04-30 13:31,天行者66,pingyun_
"
 遇到的妈宝男太多了 
",有钱没钱是另外一回事，有些家庭没钱，但是公婆也会出力，会尽他所能照顾月子，老公也会搭把手照顾孩子，照顾产妇！所以嫁人一定要看家庭看公婆！公婆好，老公才会好！这年头妈宝男太多了,2018-04-30 05:16,依1990,柒沫雪
"
放心吧，会有报应的啊。不是不报时候未到。 
",有钱没钱是另外一回事，有些家庭没钱，但是公婆也会出力，会尽他所能照顾月子，老公也会搭把手照顾孩子，照顾产妇！所以嫁人一定要看家庭看公婆！公婆好，老公才会好！这年头妈宝男太多了,2018-04-30 05:16,依1990,amyet
"
说出来，心里就畅快了，家庭里总有一个人付出的的多一点，不然呢？！受不了只能分，分了也不见得能找到比现在那位更好的。照你描述，现在这位80分没有，75分总有的，搬出去住，好好珍惜目前拥有的，冲动是魔鬼，祝好运。 
",有钱没钱是另外一回事，有些家庭没钱，但是公婆也会出力，会尽他所能照顾月子，老公也会搭把手照顾孩子，照顾产妇！所以嫁人一定要看家庭看公婆！公婆好，老公才会好！这年头妈宝男太多了,2018-04-30 05:16,依1990,大家辛苦了
,有钱没钱是另外一回事，有些家庭没钱，但是公婆也会出力，会尽他所能照顾月子，老公也会搭把手照顾孩子，照顾产妇！所以嫁人一定要看家庭看公婆！公婆好，老公才会好！这年头妈宝男太多了,2018-04-30 05:16,依1990,老狼a
"
离了吧 
",,,,暴力血
"
我婆婆比你婆婆还差劲，我已经生了三个了，都是自己带、老公虽然没有一些吃喝嫖赌的恶习，但每天都是游戏、老公开百万的车条件也算还好、我没有去月子中心也没有保姆有亲妈不能来、 
",,,,曾桂
"
我是超人赚钱带娃家务好像没有一样是不干的，多适应，往好了想，日子会舒心点，木已成舟既成事实，后悔何用 
",,,,笨鸟创意
"
 你以后做婆婆了  那你也不是好婆婆了  对吗 
",婆婆没几个好的,2018-04-30 10:41,小兔崽子宗润雪,爱情白开水
"
看了你这个文章，我觉得我实在是太幸福了，我公婆对我都很好。如果你老公还是站在你这边的话，我觉得就没有必要离婚，和公婆分开住就好了，惹不起，咱还躲不起吗？和他们挑明，现在不来帮你帮忙带小孩，以后他们老了也别想你们去伺候他们，有时候态度还是需要强硬一点的，你越忍让，越觉得你好欺负。 
",婆婆没几个好的,2018-04-30 10:41,小兔崽子宗润雪,良妃娘娘
"
 人心换人心 
",你以后做婆婆了  那你也不是好婆婆了  对吗,2018-04-30 13:45,爱情白开水,pingyun_
"
事情在于自己怎么做，不要在意人家怎么想，伟人都有人会说不好，切记：家人只求付出不求回报 
",你以后做婆婆了  那你也不是好婆婆了  对吗,2018-04-30 13:45,爱情白开水,宠物蛋糕
"
她老了你也别管，记她一辈子，人没有永远强势的 
",你以后做婆婆了  那你也不是好婆婆了  对吗,2018-04-30 13:45,爱情白开水,日红
"
 不负责的言论  希望楼主不要受影响 
",第一个生，就那么受罪，何必再生一个，哎！傻女人，却没有人疼，悲哀！这样的家庭，能散早点散，不然大家都痛苦！,2018-04-30 11:23,贪恋＆鱼,爱情白开水
"
 这是个聪明的女人  点赞 
",淸官难断家务事，将来你也会成为婆婆的有些事不要计较太多了。,2018-04-30 12:09,紫萝,爱情白开水
"
 现在两个小孩子一个不帮我管一下，以前给别人带几年孩子，她说带别人的有工资， 
",看了你这个文章，我觉得我实在是太幸福了，我公婆对我都很好。如果你老公还是站在你这边的话，我觉得就没有必要离婚，和公婆分开住就好了，惹不起，咱还躲不起吗？和他们挑明，现在不来帮你帮忙带小孩，以后他们老了也别想你们去伺候他们，有时候态度还是需要强硬一点的，你越忍让 ..,2018-04-30 13:45,良妃娘娘,pingyun_
"
两兄弟的一般都这样，总有偏心一个，我们村也有，基本偏小的，什么东西都是想着小的，大的跟个后娘养的一样 
",看了你这个文章，我觉得我实在是太幸福了，我公婆对我都很好。如果你老公还是站在你这边的话，我觉得就没有必要离婚，和公婆分开住就好了，惹不起，咱还躲不起吗？和他们挑明，现在不来帮你帮忙带小孩，以后他们老了也别想你们去伺候他们，有时候态度还是需要强硬一点的，你越忍让 ..,2018-04-30 13:45,良妃娘娘,水果一员
"
 看你以后当婆婆了会怎么样 
",有几个婆婆会准备营养品的[表情],2018-04-30 12:47,依1990,爱情白开水
"
这样的婆婆理她神死，是我的话一句话都不会和她说，当公婆死了就好了。反正现在有跟没有还不是一样。 
",有几个婆婆会准备营养品的[表情],2018-04-30 12:47,依1990,良妃娘娘
"
其实关键还是在于你老公，要是你老公心疼你在乎你，你婆婆敢吗，我也是外地嫁义乌的，公婆家都对我很好的，自己经济一定要独立的 
",有几个婆婆会准备营养品的[表情],2018-04-30 12:47,依1990,要学会爱自己
"
你不是说婆婆没有好的嘛  看你这话说出来  感觉的出  你也好不到哪去 
",有几个婆婆会准备营养品的[表情],2018-04-30 12:47,依1990,爱情白开水
"
 你不是说婆婆没有好的嘛  看你这话说的  感觉你也好不到哪去 
",人心换人心,2018-04-30 13:46,pingyun_,爱情白开水
"
晚辈让长辈不会错，其它不多说 
",人心换人心,2018-04-30 13:46,pingyun_,驾着浮云的大叔
"
唉，千万不要生气，气出病来只有自己受着。有什么事也不要憋着。多向好朋友倾诉一下。自己心里也会舒服点。我也是外嫁在义乌的。妹子，想开点，只有身体才是自己的 
",人心换人心,2018-04-30 13:46,pingyun_,wy蒲公英
"
 长辈做的过分不值得尊重 
",晚辈让长辈不会错，其它不多说,2018-04-30 13:58,驾着浮云的大叔,pingyun_
"
 尊重是最起码的，剩下的不好多说了，家家有本难念经 
",长辈做的过分不值得尊重,2018-04-30 14:00,pingyun_,驾着浮云的大叔
"
 经济一直独立， 
",其实关键还是在于你老公，要是你老公心疼你在乎你，你婆婆敢吗，我也是外地嫁义乌的，公婆家都对我很好的，自己经济一定要独立的,2018-04-30 13:56,要学会爱自己,pingyun_
"
 我一直当没有，还老是骚扰个没完 
",这样的婆婆理她神死，是我的话一句话都不会和她说，当公婆死了就好了。反正现在有跟没有还不是一样。,2018-04-30 13:56,良妃娘娘,pingyun_
"
 人家白养个女儿来伺候你，孝敬你还受你气，天下有这么好的事？ 
",你不是说婆婆没有好的嘛  看你这话说的  感觉你也好不到哪去,2018-04-30 13:58,爱情白开水,pingyun_
"
左耳进右耳出，什么话都不要去搭理，时间长了，她也会觉得没意思的。 
",你不是说婆婆没有好的嘛  看你这话说的  感觉你也好不到哪去,2018-04-30 13:58,爱情白开水,良妃娘娘
"
人家儿子不是父母生的吗  难道是地里长的  你懂得什么叫爱吗  你也有儿女生着的  看你以后怎么做婆婆 
",你不是说婆婆没有好的嘛  看你这话说的  感觉你也好不到哪去,2018-04-30 13:58,爱情白开水,爱情白开水
"
 是不是住在婆家的房子里，都得感谢有房子住啊！动不动进你房间开你柜子的，怎么尊重啊 
",尊重是最起码的，剩下的不好多说了，家家有本难念经,2018-04-30 14:01,驾着浮云的大叔,pingyun_
"
不是远嫁的错吧 
",尊重是最起码的，剩下的不好多说了，家家有本难念经,2018-04-30 14:01,驾着浮云的大叔,雨悠
"
要么离婚要么忍着又改变不了现状 
",尊重是最起码的，剩下的不好多说了，家家有本难念经,2018-04-30 14:01,驾着浮云的大叔,xxniu
"
知道不能忍受，还要生个二胎，已经知道了不会来照顾你，还要去生干嘛 
",尊重是最起码的，剩下的不好多说了，家家有本难念经,2018-04-30 14:01,驾着浮云的大叔,木大天
"
 很明显你已经是一个恶婆婆了，多说无益！可能你儿子是养大的，人家女儿都是风吹大的 
",人家儿子不是父母生的吗  难道是地里长的  你懂得什么叫爱吗  你也有儿女生着的  看你以后怎么做婆婆,2018-04-30 14:08,爱情白开水,pingyun_
"
 我自己住的月子中心，我是说不要她花钱不要她出力还来找麻烦啊 
",知道不能忍受，还要生个二胎，已经知道了不会来照顾你，还要去生干嘛,2018-04-30 14:11,木大天,pingyun_
"
 不要跟我住一起，怀孕生娃需要我照顾我我照顾，不需要我照顾的我出钱 
",看你以后当婆婆了会怎么样,2018-04-30 13:54,爱情白开水,依1990
"
这跟远嫁没多大关系结婚不是两个人的事是两个家庭，所以嫁人之前真心要看看他的家庭 
",看你以后当婆婆了会怎么样,2018-04-30 13:54,爱情白开水,xxniu
"
一家人以和为贵  给老公一个面子  给自己一个面子  做人要有道德 
",看你以后当婆婆了会怎么样,2018-04-30 13:54,爱情白开水,爱情白开水
"
 面子是相互的，一忍再忍只会以为你好欺负，有一句话叫蹬鼻子上脸！ 
",一家人以和为贵  给老公一个面子  给自己一个面子  做人要有道德,2018-04-30 14:16,爱情白开水,依1990
"
一家人以和为贵   听你说的话  也不是什么好相处的人 
",一家人以和为贵  给老公一个面子  给自己一个面子  做人要有道德,2018-04-30 14:16,爱情白开水,爱情白开水
